,head,topic_rep,0.43: Kashmir
11071,Netflix acquires first Indian original movie titled Love Per Square Foot,0.052348819,
14490,Rights activists ask CJP to take notice of Prof Arif’s ‘murder’,0.052342102,
7824,Austrian ‘whizz-kid’ projected to triumph in election,0.052320588,
8276,Daniyal Aziz  disputes law definitions used in Panama verdict,0.052301966,
9676,Indian teenager kills schoolmate to get exams postponed,0.052267082,
17500,Merkel’s party okays coalition deal with SPD,0.052260838,
16242,"‘FBR, FIA have list of Pakistanis with properties in Dubai’",0.052256852,
7576,"Floods and landslides kill 43, leave 34 missing in Vietnam",0.052242059,
17414,"All but forgotten: Choudhary Rahmat Ali, the inventor and first champion of Pakistan",0.052236963,
4627,Arjun Rampal plays real-life gangster in upcoming film 'Daddy',0.052211966,
22592,"Barrister Ibrahim made federal minister
",0.052165043,
19683,"Moammar Rana, Sonya Hussyn's Azaadi trailer is finally out
",0.052161518,
3174,Ziaul Haq: The man and the dictator,0.052157655,
24310,"ICC probes pitch-fixing charges involving Sri Lanka
",0.052106258,
19161,"At least 9 killed in AJK as jeep plunges into ravine
",0.052103907,
15562,Dist govt tells high court: PAT-led sit-in organisers informed of ban on rallies,0.052069709,
6321,Germany on alert after blackmailer threatens to poison food,0.052064147,
1808,Protesting Neelum-Jhelum power project employees demand induction into Wapda,0.051996127,
21751,"Sonam Kapoor finally breaks silence on wedding rumours
",0.051969379,
3134,"Trump renews attack on Amazon, claiming 'jobs lost'",0.051960807,
11409,Disbelievers want to sabotage peace of Muslim Ummah by hatching anti-Islam conspiracies: Iqbal,0.051928557,
12313,Israel PM faces new questions in graft probe,0.051837713,
14347,Some forces trying to sabotage Senate elections: Ahsan,0.051792137,
20355,"Working with India, Pakistan to settle dam controversy, says World Bank
",0.051766042,
22692,"California now world’s 5th largest economy
",0.051728379,
9772,"US wants to work with Pakistan, India to reduce nuclear threat",0.051693324,
20338,"Pakistan has done a lot to fight terrorism, it is now for the world to do more: PM Abbasi
",0.051690131,
7901,LHC takes up contempt of court petition against govt for deporting Turkish couple,0.051689189,
8254,Shaharyar takes somersault to deny ‘weak PCB case’ statement,0.051654577,
3776,Police clash with migrants protesting eviction in Rome,0.051648136,
22709,"SMOKERS’ CORNER: GATECRASHING DEMOCRACY
",0.051620681,
13589,Pakistan can survive without taking financial assistance from US: Khawaja Asif,0.051606968,
7883,I'm a Pakistani inmate at Guantanamo and here's why I'm on hunger strike since 2013,0.051579148,
24275,"Parents of baby Mussolini get court summons
",0.051546879,
9936,PPP senator warns govt against falsifying rights situation in Pakistan at UN moot,0.051510785,
11004,Volatile situation restricts people indoors in Lahore,0.051420316,
17099,300 Sufis held after clash with Iranian police,0.051416233,
7708,Azad Jammu and Kashmir ─ Pakistan's treasure chest of rubies,0.051396478,
12789,Indian toddler forges bond with monkeys,0.051376194,
22490,"SC wraps up Geo salaries case after employees, admin reach agreement
",0.051369596,
5488,Youth held for posting sacrilegious material on social media,0.051285937,
6410,Soldier among 3 killed in Indian shelling across LoC: ISPR,0.051218394,
16984,IHC judge warns media against airing unverified content,0.051211629,
4467,BRICS leaders meet in shadow of North Korea nuclear test,0.051208142,
10995,"A law enforcement, administrative failure",0.05116282,
1744,"15 years after its premiere, iconic TV drama Landa Bazaar now has a sequel",0.051140372,
12409,Sri Lanka seek historic series triumph in India,0.051019832,
20103,"Govt told to legislate on protests on The Mall
",0.051016677,
7029,A treasure trove of history,0.050950371,
9747,Democracy’s path,0.050897915,
20522,"NON-FICTION: REVOLUTIONARIES AT HOME
",0.050888371,
9663,How ‘humanitarian technology’ can help deal with Rohingya crisis,0.050856519,
7110,NARRATIVE ARC: SIR SYED IN THE DOCK,0.05081135,
6043,X-SQUARE: CRICKET’S HAPPY HOUR,0.050806832,
17452,Trump’s India tilt,0.050766107,
17806,Azerbaijan drug rehab centre fire claims 25 lives,0.050764538,
22697,"45 dead as militia, bandits clash in northern Nigeria
",0.050678499,
16866,People across the globe have a misconception about Indian cinema: Karan Johar,0.050675768,
9462,Queen Elizabeth’s estate invested in offshore funds: Paradise Papers,0.050622117,
7153,Letter from Mumbai: India looks to cut dependence on edible oil imports,0.050620992,
11098,Dictionary.com chooses ‘complicit’ as its word of the year,0.050536107,
10206,"Rain, wind clear smog",0.050522506,
1428,Saif Ali Khan has a theory of the universe and wants you to know,0.050441738,
18935,Trump attacks fairness of Robert Mueller's investigation into Russia's election meddling,0.050435726,
23897,"US sanctions on Iran threaten Chabahar port project
",0.050361816,
1947,Jhelum’s historical library gets a second life,0.050341383,
7715,"Taliban reject rape, murder claims of freed Canadian hostage",0.050321203,
6731,‘Occupation forces out’: hundreds of thousands protest in Barcelona,0.050295945,
10146,Meddling in politics,0.050267916,
15443,Palestinian teen's military trial for slapping Israeli soldiers delayed,0.050219603,
8030,Warner brings out the old ‘Bull’ to ignite Ashes,0.050204709,
20215,"Fazl, Durrani grabbed land meant for Kargil martyrs: PTI
",0.050155357,
6429,"IS chief calls on followers to 'resist their enemies, target media centres of the infidels'",0.050133828,
24481,"I’ve become Pakistan’s Rambo after Azaadi, says Moammar Rana
",0.050129998,
4373,3 killed in Mohmand landmine blast,0.05006193,
17829,Rawalpindi girl panicked by gunshots dies after jumping from fifth floor,0.050053317,
74,Poet's Corner,0.050000001,
84,Art Corner,0.050000001,
562,Poet's Corner,0.050000001,
587,Art Corner,0.050000001,
1014,Poet's Corner,0.050000001,
1053,Art Corner,0.050000001,
1446,Poet's Corner,0.050000001,
1452,Art Corner,0.050000001,
1624,,0.050000001,
1939,Art Corner,0.050000001,
1940,Poet's Corner,0.050000001,
2338,Poet's Corner,0.050000001,
2396,Art Corner,0.050000001,
2879,Poet's Corner,0.050000001,
2880,Art Corner,0.050000001,
2987,Quiz: How much do you know about the early days of Pakistan?,0.050000001,
3007,Are you a true fan of Pakistani cinema? Take this quiz and find out,0.050000001,
3308,Poet's Corner,0.050000001,
3351,Art Corner,0.050000001,
3925,Art Corner,0.050000001,
3926,Poet's Corner,0.050000001,
4427,Poet's Corner,0.050000001,
4433,Art Corner,0.050000001,
4621,Quiz: How much do you know about the 1965 war?,0.050000001,
4823,Poet's Corner,0.050000001,
4847,Art Corner,0.050000001,
5080,,0.050000001,
5238,"
",0.050000001,
5366,Poet's Corner,0.050000001,
5411,Art Corner,0.050000001,
5719,Pakistan bags gold and bronze at the Asian Media Awards,0.050000001,
5898,Poet's Corner,0.050000001,
5953,Art Corner,0.050000001,
6504,Art Corner,0.050000001,
6508,Poet's Corner,0.050000001,
7010,Poet's Corner,0.050000001,
7035,Art Corner,0.050000001,
7601,Poet's Corner,0.050000001,
7647,Art Corner,0.050000001,
8186,Poet's Corner,0.050000001,
8215,Art Corner,0.050000001,
8754,Poet's Corner,0.050000001,
8791,Art Corner,0.050000001,
9296,Poet's Corner,0.050000001,
9338,Art corner,0.050000001,
9853,Poet's Corner,0.050000001,
9899,Art corner,0.050000001,
10455,Poet's Corner,0.050000001,
10465,Art corner,0.050000001,
10972,Poet's Corner,0.050000001,
10989,Art corner,0.050000001,
11344,Poet's Corner,0.050000001,
11371,Art corner,0.050000001,
11621,,0.050000001,
11866,Poet's Corner,0.050000001,
11885,,0.050000001,
11909,Art corner,0.050000001,
12380,Poet's Corner,0.050000001,
12385,Art corner,0.050000001,
12773,,0.050000001,
12810,Art corner,0.050000001,
12811,Poet's Corner,0.050000001,
13270,Art corner,0.050000001,
13271,Poet's Corner,0.050000001,
13310,2017 in review: The year's biggest headlines on the domestic front,0.050000001,
13759,Art corner,0.050000001,
13760,Poet's Corner,0.050000001,
14253,Art corner,0.050000001,
14274,Poet's Corner,0.050000001,
14728,Poet's Corner,0.050000001,
14776,Art corner,0.050000001,
15219,Poet's Corner,0.050000001,
15261,Art corner,0.050000001,
15712,Poet's Corner,0.050000001,
15766,Art corner,0.050000001,
16237,Poet's Corner,0.050000001,
16292,Art corner,0.050000001,
16801,Art corner,0.050000001,
16802,Poet's Corner,0.050000001,
16940,Quiz: Are you a die-hard PSL fan?,0.050000001,
17051,Here's how much aid the US has given to Pakistan,0.050000001,
17294,Poet's Corner,0.050000001,
17327,Art corner,0.050000001,
17817,Poet's Corner,0.050000001,
17822,"2,640 members of the public will attend Prince Harry and Meghan's wedding",0.050000001,
17844,"Art corner
",0.050000001,
18011,The spies before Kulbhushan Jadhav,0.050000001,
18363,Poet's Corner,0.050000001,
18374,"Art corner
",0.050000001,
18883,"Art corner
",0.050000001,
18918,Poet's Corner,0.050000001,
19345,Poet's Corner,0.050000001,
19363,"Art corner
",0.050000001,
19937,Poet's Corner,0.050000001,
19941,"Art corner
",0.050000001,
20208,"Speech limits: Where did censorship originate from?
",0.050000001,
20448,"Poet's Corner
",0.050000001,
20478,"Art corner
",0.050000001,
20504,"True or false: How fake news has taken over the media
",0.050000001,
20981,"Poet's Corner
",0.050000001,
21003,"Art corner
",0.050000001,
21483,"Poet's Corner
",0.050000001,
21535,"Art corner
",0.050000001,
22024,"Poet's Corner
",0.050000001,
22080,"Art corner
",0.050000001,
22304,"Another day at work for Pakistani workers as world commemorates Labour Day
",0.050000001,
22572,"
",0.050000001,
22649,"Poet's Corner
",0.050000001,
22662,"Art corner
",0.050000001,
22830,"The extrajudicial killings before Naqeebullah Mehsud
",0.050000001,
23177,"
",0.050000001,
23227,"Poet's Corner
",0.050000001,
23253,"Art corner
",0.050000001,
23783,"Poet's Corner
",0.050000001,
23794,"Art corner
",0.050000001,
24333,"Art corner
",0.050000001,
24337,"Poet's Corner
",0.050000001,
24489,"How well do you know the nominated caretaker PM, Nasirul Mulk?
",0.050000001,
2535,Iran media slam MPs for taking 'selfies of humiliation',0.049977265,
10023,Taliban splinter group splits further,0.049976673,
7188,IoBM fires security official for 'misbehaviour' with faculty member over 'inappropriate attire',0.049963947,
11011,ECP gives final notice to parties for meeting Elections Act requirements,0.049899671,
1290,Engendering rights,0.049851768,
21403,"China flies bombers around Taiwan, holds live-fire drills
",0.049804524,
15869,Eight killed in clash between two tribes in Chagai district,0.049789734,
4530,Families of ‘missing persons’ protest on three Eid days,0.04974705,
16978,Baloch leader distances himself from separatist movement,0.049741089,
11423,Doctors hit a milestone in heart surgery at Karachi hospital,0.049714901,
10874,Suicide attack kills eight in Afghanistan,0.049713071,
4843,Tolerance threshold for militancy,0.049645502,
14989,US urges Pakistan to 'take action' against Taliban leaders following Kabul attack,0.049630016,
17359,Sana asks bureaucrats to resume work,0.049592111,
19568,"‘Bancroft might have got away with plot had he not panicked,’ says SuperSport's producer
",0.049579944,
20821,"US, Pakistan likely to restrict diplomats’ movements
",0.049540348,
15939,Zardari vows to end Sharif’s hold on country’s power politics,0.049481448,
6842,Masterchef winner Saliha Mahmood is writing a cookbook inspired by Mughal cuisine,0.049407568,
22873,"SC overturns Lahore High Court verdict staying DTH licence auction
",0.049404401,
18569,Suspects in Saudi graft probe faced abuse: NYT,0.049341917,
14643,"Murder or ‘encounter’?
",0.04928017,
23120,"Blocking Khurasani’s listing part of double standards in fight against terrorism: FO
",0.049262155,
24250,"Nawaz’s ‘revelations’
",0.049222458,
7799,Liaquat Ali Khan: The founding father of Pakistan's state policies,0.049209427,
